car_name,car_status,car_price,dealer_name,dealer_Rate,dealer_reviews,dealer_location,tel_number,state,region
2023 Maserati Grecale GT,Used,49999,Maserati of San Diego,4.9,170,"San Diego, CA",tel:+1-858-327-2022,San Diego,CA
2024 Nissan Rogue SV,New,32770,Navarre Nissan,0.0,284,"Lake Charles, LA",tel:+1-337-485-5324,Lake Charles,LA
2023 Hyundai Sonata Hybrid Limited,Used,27588,Phil Long Hyundai of Chapel Hills,4.2,668,"Colorado Springs, CO",tel:+1-719-694-3287,Colorado Springs,CO
2024 Kia Soul LX,New,22335,South Dade Kia of Homestead,0.0,0,"Homestead, FL",tel:+1-786-758-5773,Homestead,FL
2021 Lexus NX 300h,Used,38595,Kenny Kent Toyota,0.0,122,"Evansville, IN",tel:+1-812-618-3217,Evansville,IN
2024 Ford Transit-150,New,54065,Byers Ford,4.7,840,"Delaware, OH",tel:+1-740-521-5667,Delaware,OH
2019 Toyota Highlander Hybrid,Used,39998,Toyota of Santa Fe,4.9,1431,"Santa Fe, NM",tel:+1-888-641-7945,Santa Fe,NM
2024 Chevrolet Equinox 1LT,New,29590,Davis Gainesville Chevrolet Mazda,4.6,767,"Gainesville, FL",tel:+1-888-903-5119,Gainesville,FL
2024 Chevrolet Equinox 1LT,New,31190,Davis Gainesville Chevrolet Mazda,4.6,767,"Gainesville, FL",tel:+1-888-903-5119,Gainesville,FL
2023 Honda CR-V Hybrid Sport Touring,Used,40998,CarMax Dothan - Offering Express Pickup and Home Delivery,0.0,2,"Dothan, AL",tel:+1-334-258-2128,Dothan,AL
2021 Honda Insight Touring,Used,21979,Key Ford of Rockland,4.6,239,"Thomaston, ME",tel:+1-207-975-8449,Thomaston,ME
2008 Saturn Vue XE,Used,6500,,0.0,0,,,no_state,no_region
2023 Chevrolet Bolt EUV FWD LT,New,30360,Sames Laredo Chevrolet,0.0,0,"Laredo, TX",tel:+1-956-242-6395,Laredo,TX
2019 Lincoln Continental Reserve,Used,35000,Mercedes-Benz of Eugene,4.7,91,"Eugene, OR",tel:+1-541-543-2153,Eugene,OR
2024 INFINITI QX60 Pure,New,54364,INFINITI of Honolulu,4.6,81,"Honolulu, HI",tel:+1-808-664-0648,Honolulu,HI
2021 GMC Sierra 2500 Denali,Used,67968,Woody Folsom Ford,4.4,76,"Baxley, GA",tel:+1-912-209-0175,Baxley,GA
2020 Hyundai Tucson Ultimate,Used,20775,Romeo Nissan,4.7,551,"Kingston, NY",tel:+1-845-218-8773,Kingston,NY
2020 Lexus RX 450h Base,Used,45990,Lexus of Orange Park,4.8,704,"Jacksonville, FL",tel:+1-877-637-3112,Jacksonville,FL
2013 Hyundai Veloster Base,Used,5994,Modern Classic Motors,3.9,370,"Grand Junction, CO",tel:+1-970-712-5163,Grand Junction,CO
2024 Hyundai IONIQ 5 SEL,New,45015,MotorWorld Hyundai,4.7,529,"Wilkes-Barre, PA",tel:+1-855-653-0203,Wilkes-Barre,PA
2024 Kia Niro EV Wave,New,47795,Berlin City Kia VT,3.1,507,"Williston, VT",tel:+1-802-245-3448,Williston,VT
2024 Kia Niro EV Wind,New,42795,Berlin City Kia VT,3.1,507,"Williston, VT",tel:+1-802-245-3448,Williston,VT
2024 Kia Niro EV Wave,New,47400,Berlin City Kia VT,3.1,507,"Williston, VT",tel:+1-802-245-3448,Williston,VT
2012 Lexus CT 200h Base,Used,13990,VEENUS MOTORSPORTS LLC,4.3,6,"Louisville, KY",tel:+1-502-434-5462,Louisville,KY
2023 Chevrolet Silverado 3500 High Country,Used,68938,Kocourek Chevrolet,4.1,278,"Wausau, WI",tel:+1-877-817-5025,Wausau,WI
2023 Jeep Renegade Trailhawk,New,26558,Lager's Chrysler World,5.0,31,"Mankato, MN",tel:+1-507-201-4172,Mankato,MN
2024 Kia Soul LX,New,21545,Jacksonville Kia,4.4,309,"Jacksonville, NC",tel:+1-888-299-9326,Jacksonville,NC
2018 Jeep Wrangler Unlimited Sahara,Used,34988,Billion Auto - Nissan,4.9,330,"Sioux Falls, SD",tel:+1-605-231-5844,Sioux Falls,SD
2013 Toyota Prius v Five,Used,15998,CarMax Denton - Offering Express Pickup and Home Delivery,0.0,4,"Denton, TX",tel:+1-940-220-6245,Denton,TX
2019 Lexus GS 350 F Sport,Used,36998,CarMax Tallahassee - Offering Express Pickup and Home Delivery,0.0,3,"Tallahassee, FL",tel:+1-850-270-2026,Tallahassee,FL
2023 BMW i4 Gran Coupe eDrive35,Used,40998,Lexus of Greenville,3.7,193,"Greenville, SC",tel:+1-864-999-3321,Greenville,SC
2024 Chevrolet Trailblazer RS,New,36290,Stinnett Chevrolet Buick Chrysler Jeep Dodge RAM,2.7,27,"Newport, TN",tel:+1-888-480-3416,Newport,TN
2024 Chevrolet Trailblazer LT,New,34180,Stinnett Chevrolet Buick Chrysler Jeep Dodge RAM,2.7,27,"Newport, TN",tel:+1-888-480-3416,Newport,TN
2023 Chevrolet Trailblazer LT,New,27085,Reeder Chevrolet,3.3,169,"Knoxville, TN",tel:+1-865-312-6987,Knoxville,TN
2024 Tesla Model Y Performance Dual Motor All-Wheel Drive,New,49590,Tesla,0.0,0,"Pensacola, FL",/vehicledetail/72608272-b356-4c1e-b5e9-4d31023279b0/,Pensacola,FL
2024 Nissan Altima 2.5 SL,New,35000,Dave Syverson Auto Center,4.9,1185,"Albert Lea, MN",tel:+1-507-320-3456,Albert Lea,MN
2020 Audi Q7 55 Premium Plus,Used,34250,Veracity Motors,0.0,29,"Bismarck, ND",tel:+1-701-390-1208,Bismarck,ND
2022 Toyota Prius LE,Used,21988,Tameron Honda,4.3,2443,"Birmingham, AL",tel:+1-205-847-2639,Birmingham,AL
2016 Buick Encore Premium,Used,19951,T&L Auto Sales,4.9,31,"Sioux Falls, SD",tel:+1-605-403-1018,Sioux Falls,SD
2021 Honda Insight EX,Used,19992,Greg LeBlanc Toyota,4.6,1074,"Houma, LA",tel:+1-985-746-9327,Houma,LA
2023 Chevrolet Silverado 3500 High Country,Used,67598,Autry Morlan Inc.,4.0,22,"Sikeston, MO",tel:+1-573-614-7187,Sikeston,MO
2024 Jeep Wrangler 4xe Sport,New,53940,Hendrick Chrysler Dodge Jeep RAM Hoover,4.9,5317,"Birmingham, AL",tel:+1-833-366-3949,Birmingham,AL
2002 Dodge Dakota SLT,Used,5399,Serra Chevrolet,4.4,1041,"Southfield, MI",tel:+1-888-273-8059,Southfield,MI
2008 Saab 9-3 Aero,Used,7495,Go Auto,0.0,1,"Skokie, IL",tel:+1-847-282-4953,Skokie,IL
2020 Audi e-tron Sportback Premium Plus,Used,36745,Automotive Imports,0.0,146,"Denver, CO",tel:+1-720-545-9595,Denver,CO
2024 RAM ProMaster 1500 Low Roof,New,48002,Arrigo Chrysler Dodge Jeep Ram FIAT of Ft. Pierce,4.5,1029,"Fort Pierce, FL",tel:+1-855-964-2944,Fort Pierce,FL
2023 Porsche Cayenne E-Hybrid S,Used,154900,Tactical Fleet Charlotte,0.0,13,"Charlotte, NC",tel:+1-704-454-3318,Charlotte,NC
2024 Mercedes-Benz AMG GLA 35 Base,New,58295,Mercedes-Benz of Laguna Niguel,4.7,1939,"Laguna Niguel, CA",tel:+1-877-221-5668,Laguna Niguel,CA
2014 Chevrolet Corvette Stingray Base,Used,41000,Seelye of Paw Paw,4.8,267,"Paw Paw, MI",tel:+1-269-415-2042,Paw Paw,MI
2015 Mercedes-Benz GLA-Class GLA 250 4MATIC,Used,12995,MB Motorwerks,0.0,22,"Delaware, OH",tel:+1-740-595-4076,Delaware,OH
2024 Volkswagen Atlas 2.0T SE,New,43844,Flow Volkswagen of Wilmington,4.7,172,"Wilmington, NC",tel:+1-910-210-0559,Wilmington,NC
2020 Hyundai IONIQ Hybrid Blue,Used,19795,DriveTime of Greensboro,0.0,14,"Greensboro, NC",tel:+1-336-609-8228,Greensboro,NC
2020 Ford Ranger LARIAT 4WD SuperCrew 5  Box,Used,35075,Stevenson-Hendrick Honda Wilmington,4.9,2320,"Wilmington, NC",tel:+1-888-898-6405,Wilmington,NC
2024 Ford F-350 XL,New,52990,Woody Folsom Ford,4.4,76,"Baxley, GA",tel:+1-912-209-0201,Baxley,GA
2024 Ford F-350 XL,New,52990,Woody Folsom Ford,4.4,76,"Baxley, GA",tel:+1-912-209-0201,Baxley,GA
2021 Lexus RX 450hL RX 450hL,Used,42081,Camp Chevrolet,4.5,598,"Spokane, WA",tel:+1-509-202-1628,Spokane,WA
2019 Jeep Cherokee Trailhawk,Used,21186,Lockwood Motors,0.0,0,"Marshall, MN",tel:+1-507-401-2120,Marshall,MN
2024 RAM 3500 Limited 4x4 Crew Cab 8  Box,New,85999,Lithia Chrysler Jeep Dodge of Medford,4.5,714,"Medford, OR",tel:+1-541-326-4625,Medford,OR
2024 Jeep Grand Cherokee L Laredo,New,46956,Garber Chrysler Dodge Jeep RAM,4.8,1017,"Saginaw, MI",tel:+1-888-451-9270,Saginaw,MI
2006 Ford E250 Base,Used,3995,East Coast Auto Source,1.8,194,"Bedford, VA",tel:+1-540-707-0055,Bedford,VA
2013 Acura TL Advance,Used,17995,Reo Motors,0.0,88,"Milwaukee, WI",tel:+1-414-312-4806,Milwaukee,WI
2015 RAM 2500 Tradesman,Used,16700,Branine Chevrolet,0.0,178,"Osage City, KS",tel:+1-785-783-5412,Osage City,KS
1995 Honda del Sol VTEC,Used,6999,,0.0,0,,,no_state,no_region
2020 Ford Fusion Hybrid SE,Used,19825,Jim Hudson Ford,4.7,2002,"Lexington, SC",tel:+1-866-694-6143,Lexington,SC
2024 Jeep Grand Cherokee 4xe Base,New,56671,Spitzer CDJR Cleveland,4.8,975,"Cleveland, OH",tel:+1-888-375-3981,Cleveland,OH
2021 Chrysler Pacifica Touring-L,Used,24495,Wiscasset Ford,4.7,408,"Wiscasset, ME",tel:+1-866-692-9630,Wiscasset,ME
2021 Jeep Cherokee Latitude,Used,19383,Front Royal Ford,4.5,949,"Front Royal, VA",tel:+1-540-214-3399,Front Royal,VA
2024 Ford Escape ST-Line,New,31230,Rountree Moore Ford Lincoln,4.3,1469,"Lake City, FL",tel:+1-888-837-7897,Lake City,FL
2023 Ford F-350 XL,New,64490,Woody Folsom Ford,4.4,76,"Baxley, GA",tel:+1-912-209-0201,Baxley,GA
2024 Hyundai Tucson Hybrid N Line,New,35974,Country Hyundai,4.7,1293,"Northampton, MA",tel:+1-413-776-1184,Northampton,MA
2007 MINI Cooper S Base,Used,5599,Faith Auto Sales,0.0,0,"TEMECULA, CA",tel:+1-951-561-4807,TEMECULA,CA
1997 Mercedes-Benz SL-Class SL600 Roadster,Used,29987,Morrie's Mercedes Benz of St. Paul,4.8,292,"Maplewood, MN",tel:+1-888-712-2285,Maplewood,MN
2018 Toyota Highlander Limited,Used,34991,City Motor Company,0.0,89,"Great Falls, MT",tel:+1-406-952-3727,Great Falls,MT
2023 GMC HUMMER EV 3X,New,115090,Dow Autoplex,3.9,74,"Mineola, TX",tel:+1-903-347-0660,Mineola,TX
2024 Mercedes-Benz EQE 350+ Base,New,80800,Mercedes-Benz of Marietta,4.5,608,"Marietta, GA",tel:+1-866-475-0263,Marietta,GA
2019 Cadillac XT4 Luxury,Used,20600,Napleton Off Lease,4.6,57,"St. Peters, MO",tel:+1-636-626-2044,St. Peters,MO
2023 Honda Pilot Elite,Used,48800,White's Honda of Lima,4.7,1018,"Lima, OH",tel:+1-419-516-4383,Lima,OH
2020 Nissan Armada SL 4x4 4dr SUV,Used,27689,Jacksons Car Corner,0.0,15,"Hastings, NE",tel:+1-402-902-4129,Hastings,NE
2024 Hyundai Elantra HEV Blue,New,28940,Northwood Hyundai,0.0,27,"Eureka, CA",tel:+1-707-382-3306,Eureka,CA
2015 Lexus LX 570 Base,Used,34628,Mercedes-Benz Of Rochester,4.9,197,"Rochester, MI",tel:+1-248-218-0943,Rochester,MI
2001 Volkswagen Cabrio GLX,Used,11995,ZRV Auto Inc.,0.0,67,"Brea, CA",tel:+1-714-766-2847,Brea,CA
"2005 Pontiac GTO CLEAN CARFAX, LEATHER SEATS, 200W BLAUPUNKT STEREO, HOOD SCOOPS",Used,19985,NY Auto Find,4.0,26,"Massapequa, NY",tel:+1-631-412-4076,Massapequa,NY
2021 Porsche Taycan Cross Turismo 4S,Used,95993,Beverly Hills Porsche,3.4,105,"LA, CA",tel:+1-888-379-4345,LA,CA
2017 GMC Acadia Limited Limited,Used,19990,Spitzer Chevrolet St. Marys,0.0,0,"Saint Marys, PA",tel:+1-814-389-4101,Saint Marys,PA
2025 Honda Pilot TrailSport,New,50950,AutoNation Honda Columbus,4.7,1256,"Columbus, GA",tel:+1-888-863-2108,Columbus,GA
2022 Ford Bronco Raptor,Used,79761,Caskinette Ford,3.8,708,"Carthage, NY",tel:+1-315-694-4031,Carthage,NY
2005 Honda Element LX,Used,9990,Noblesville Auto Gallery,0.0,1,"Noblesville, IN",tel:+1-317-214-8769,Noblesville,IN
2024 Jeep Wagoneer Series II,New,76014,Laredo Dodge Chrysler Jeep Ram,2.7,99,"Laredo, TX",tel:+1-956-242-7477,Laredo,TX
2013 Ford Explorer XLT,Used,12999,Loudoun Motor Cars,0.0,1,"Chantilly, VA",tel:+1-571-260-1601,Chantilly,VA
2019 Honda Fit LX,Used,13995,Katy Motors Company - North LLC,0.0,32,"Sedalia, MO",tel:+1-660-530-4981,Sedalia,MO
2024 Jeep Grand Cherokee L Laredo,New,47580,Watsonville Chrysler Dodge Jeep Ram,0.0,3,"Watsonville, CA",tel:+1-831-453-8180,Watsonville,CA
2022 Jeep Wrangler Unlimited Sport,Used,37076,Patriot Lincoln of Davenport,4.4,79,"Davenport, IA",tel:+1-563-235-2319,Davenport,IA
2018 BMW M6 Base,Used,48475,Evans Chevrolet Buick GMC,0.0,129,"Wapakoneta, OH",tel:+1-419-773-4108,Wapakoneta,OH
2009 Volkswagen Eos Lux,Used,8777,King's Auto Group,0.0,14,"Tampa, FL",tel:+1-813-217-5900,Tampa,FL
2006 Pontiac Solstice Base,Used,11998,Acura of Wichita,4.4,155,"Wichita, KS",tel:+1-888-529-4581,Wichita,KS
2018 Maserati GranTurismo MC,Used,55995,Lexus of Santa Barbara,0.0,424,"Santa Barbara, CA",tel:+1-805-979-7281,Santa Barbara,CA
2024 Chevrolet Malibu RS,New,24328,Feldman Chevrolet of New Hudson,4.5,5218,"New Hudson, MI",tel:+1-248-782-5120,New Hudson,MI
2024 Hyundai Venue SEL,New,23685,Tasca Central Ave Hyundai,4.1,903,"Hartsdale, NY",tel:+1-866-755-6712,Hartsdale,NY
2024 Jeep Grand Wagoneer L Series III 4x4,New,114762,WHITEWATER CDJR,0.0,4,"St Charles, MN",tel:+1-888-294-5256,St Charles,MN
2024 BMW X4 xDrive30i,New,60180,BMW of Kansas City South,5.0,240,"KCMO, MO",tel:+1-888-675-4249,KCMO,MO
2024 Mercedes-Benz AMG GT 53 Base,New,132655,Mercedes-Benz of Salt Lake City,4.6,370,"Salt Lake City, UT",tel:+1-877-432-0916,Salt Lake City,UT
2024 Hyundai Elantra HEV Limited,New,31180,Hall Hyundai Elizabeth City,5.0,244,"Elizabeth City, NC",tel:+1-888-843-6109,Elizabeth City,NC
2024 Buick Encore GX Sport Touring,New,30765,Westcott Automotive,0.0,65,"Burlington, NC",tel:+1-336-295-1135,Burlington,NC
2017 Ford Fusion SE,Used,10995,Blue Sky Automotive,0.0,0,"Chicago, IL",tel:+1-773-257-7188,Chicago,IL
2024 Ford F-150 XLT,New,63830,Bolton Ford,0.0,233,"Lake Charles, LA",tel:+1-337-214-1980,Lake Charles,LA
2023 BMW M340 i xDrive,Used,61800,ONYX Automotive,4.6,242,"Omaha, NE",tel:+1-402-769-3247,Omaha,NE
2024 Nissan Kicks SV,New,26425,James Ceranti Nissan,0.0,5,"Greenville, MS",tel:+1-662-743-4002,Greenville,MS
2021 Honda Accord Sport 1.5T,Used,24135,Arrigo Fiat Alfa Romeo West Palm,4.7,499,"West Palm Beach, FL",tel:+1-561-725-3315,West Palm Beach,FL
2021 GMC Terrain SLE,Used,26990,Burke Chevrolet,5.0,62,"Northampton, MA",tel:+1-413-268-6137,Northampton,MA
2020 BMW 745e xDrive iPerformance,Used,47995,BMW of Jackson,0.0,115,"Jackson, MS",tel:+1-601-440-1322,Jackson,MS
2021 Mercedes-Benz CLA 250 Base 4MATIC,Used,30990,Mercedes-Benz of Lancaster,4.8,186,"East Petersburg, PA",tel:+1-717-842-4670,East Petersburg,PA
2023 Nissan Maxima Platinum,New,44450,Harr Motors,4.5,273,"Aberdeen, SD",tel:+1-605-277-4639,Aberdeen,SD
2008 Mercury Mariner V6,Used,7968,May Motor Company,4.4,137,"Springfield, MO",tel:+1-417-720-2726,Springfield,MO
2024 RAM ProMaster 1500 Base,New,50712,Kernersville Chrysler Dodge Jeep RAM,4.6,1530,"Kernersville, NC",tel:+1-888-887-5504,Kernersville,NC
2024 Porsche Taycan Base (A2),Used,99330,Porsche of Kings Auto Mall,0.0,23,"Cincinnati, OH",tel:+1-513-275-4922,Cincinnati,OH
2018 Ford Fusion SE,Used,16900,Burkholder Truck Sales,0.0,17,"Versailles, MO",tel:+1-573-569-4092,Versailles,MO
2015 Chrysler 300C Base,Used,13780,Stafford Chrysler Dodge Jeep Ram,0.0,23,"Stafford Springs, CT",tel:+1-866-860-0150,Stafford Springs,CT
2021 Ford Ranger Lariat,Used,29963,Golden Circle Chevrolet,5.0,8,"Lexington, TN",tel:+1-731-316-0202,Lexington,TN
2022 Ford Escape PHEV SEL,New,42950,Windward Ford of Hawaii,4.3,999,"Kailua, HI",tel:+1-808-452-1654,Kailua,HI
2024 Chevrolet Equinox AWD RS,New,32308,Dunning Motor Sales Chrysler Dodge Jeep RAM,0.0,0,"Cambridge, OH",tel:+1-866-901-5410,Cambridge,OH
2022 Jeep Wagoneer Series III,Used,58460,Volkswagen of Lake Charles,2.8,536,"Lake Charles, LA",tel:+1-337-990-4389,Lake Charles,LA
2010 Lexus HS 250h Premium,Used,8999,Loudoun Motor Cars,0.0,1,"Chantilly, VA",tel:+1-571-260-1601,Chantilly,VA
2019 Ford Transit Connect XLT,Used,19105,"Mark Thomas Ford, Inc.",4.6,309,"Cortland, OH",tel:+1-330-282-8215,Cortland,OH
2024 Mazda Mazda3 2.5,New,34160,Crater Lake Mazda,3.6,6,"Medford, OR",tel:+1-541-625-6349,Medford,OR
2020 Nissan Rogue Sport SV,Used,16842,Midtown Kia,4.2,3022,"Tulsa, OK",tel:+1-866-753-3345,Tulsa,OK
2012 Buick LaCrosse Touring,Used,7200,Mike Alsop Pre-Owned,0.0,0,"Lafayette, IN",tel:+1-765-340-8995,Lafayette,IN
2008 Chevrolet Uplander LS,Used,4800,Green Light Auto Sales,0.0,7,"Virginia beach, VA",tel:+1-757-895-7043,Virginia beach,VA
2006 Cadillac XLR Base,Used,16481,Corwin Ford of Tri-Cities,4.6,2768,"Pasco, WA",tel:+1-509-492-3351,Pasco,WA
2023 Mazda CX-50 2.5 Turbo Meridian Edition,Used,37998,CarMax Gaithersburg - Offering Express Pickup and Home Delivery,0.0,10,"Gaithersburg, MD",tel:+1-301-637-4365,Gaithersburg,MD
2024 Jeep Grand Cherokee 4xe 4xe,New,62210,York Dodge Chrysler Jeep RAM,0.0,193,"Prescott, AZ",tel:+1-888-452-5750,Prescott,AZ
2023 BMW 230 i xDrive,Used,43805,BMW of Rochester,4.7,359,"Rochester, NY",tel:+1-585-598-1763,Rochester,NY
2021 Cadillac Escalade Base,Used,108500,Bickmore Auto Sales,0.0,55,"Gresham, OR",tel:+1-503-214-2692,Gresham,OR
2021 Chrysler Pacifica Hybrid Touring L,Used,25719,Dave Arbogast Buick GMC,4.3,1000,"Troy, OH",tel:+1-937-552-2904,Troy,OH
2015 Dodge Dart SXT,Used,12990,Le Mieux & Son Toyota,4.6,86,"Green Bay, WI",tel:+1-920-471-4921,Green Bay,WI
2024 Honda Ridgeline Sport,New,45160,Honda of Grand Blanc,4.7,354,"Grand Blanc, MI",tel:+1-888-475-0512,Grand Blanc,MI
2021 Ford F-350 Platinum,Used,67590,Gross Motors of Black River Falls,0.0,143,"Black River Falls, WI",tel:+1-715-502-4795,Black River Falls,WI
2024 Dodge Hornet GT Plus,New,40085,Lithia Chrysler Dodge Jeep Ram of Corpus Christi,4.4,2072,"Corpus Christi, TX",tel:+1-361-232-4443,Corpus Christi,TX
2024 Toyota Crown Limited,New,45315,Serra Toyota,4.8,3632,"Birmingham, AL",tel:+1-205-727-9172,Birmingham,AL
2015 Chevrolet Cruze LS,Used,8300,Jack Cooney's Auto Sales,0.0,28,"Erie, PA",tel:+1-814-796-7497,Erie,PA
2015 Acura MDX 3.5L Technology Package,Used,17915,Patriot Honda Danville,0.0,0,"Danville, IL",tel:+1-888-910-2584,Danville,IL
2021 Cadillac XT5 Premium Luxury,Used,30416,"Bishop GMC Cadillac, Inc.",0.0,25,"Cheboygan, MI",tel:+1-231-333-5023,Cheboygan,MI
2023 Maserati MC20 Base,Used,199994,Genesis of Honolulu,0.0,0,"Honolulu, HI",tel:+1-808-664-0392,Honolulu,HI
2024 Genesis Electrified GV70 Advanced,New,75455,Genesis of Cary,0.0,0,"Cary, NC",tel:+1-919-230-7396,Cary,NC
2021 Honda HR-V EX,Used,20900,White's Honda of Lima,4.7,1018,"Lima, OH",tel:+1-419-516-4383,Lima,OH
2009 Cadillac CTS Base,Used,7000,Crain Hyundai of Bentonville,4.6,376,"Bentonville, AR",tel:+1-479-202-0601,Bentonville,AR
2022 Lincoln Nautilus Reserve,Used,46980,Phillip Hawkins Motor Company,0.0,28,"Graniteville, SC",tel:+1-803-426-3727,Graniteville,SC
2024 Chrysler Pacifica Limited,New,54993,Key Chrysler Jeep Dodge RAM of Newcastle,4.6,529,"Newcastle, ME",tel:+1-888-318-6726,Newcastle,ME
2022 Toyota Prius Prime XLE,Used,32995,McCrea Subaru,4.7,32,"Eureka, CA",tel:+1-707-832-4917,Eureka,CA
2009 Nissan Xterra S,Used,9995,Krug Auto Sales,0.0,26,"Beavercreek, OH",tel:+1-937-458-5917,Beavercreek,OH
2024 Mazda CX-30 Select,New,26695,Mazda of Columbia,4.3,1250,"Columbia, MO",tel:+1-573-355-9704,Columbia,MO
2018 Nissan Versa Note SV,Used,12998,CarMax South Portland - Offering Express Pickup and Home Delivery,0.0,3,"South Portland, ME",tel:+1-207-370-6630,South Portland,ME
2008 Cadillac Escalade Base,Used,5995,Redline Auto Sales,1.2,11,"Vancouver, WA",tel:+1-360-360-0547,Vancouver,WA
2019 Cadillac Escalade Premium Luxury,Used,39300,Newberg Chevrolet,3.8,78,"Newberg, OR",tel:+1-888-229-9973,Newberg,OR
2023 Cadillac Escalade Base,Used,96723,Gladstone Mitsubishi,1.9,117,"Milwaukie, OR",tel:+1-855-715-6321,Milwaukie,OR
2024 Lexus UX 250h F SPORT Handling,New,49010,Lexus of Cool Springs,4.4,337,"Brentwood, TN",tel:+1-844-338-9741,Brentwood,TN
2020 Hyundai Venue SEL,Used,19985,Southwest Motors,3.9,86,"Pueblo, CO",tel:+1-719-242-9747,Pueblo,CO
2019 Mercedes-Benz SLC 300 Base,Used,39944,Motion Autosport,4.3,309,"North Canton, OH",tel:+1-330-818-9143,North Canton,OH
2022 Chevrolet Silverado 1500 Limited LTZ,Used,39493,Clay Maxey Fort Smith Arkansas,0.0,2,"Fort Smith, AR",tel:+1-833-392-2285,Fort Smith,AR
2021 GMC Terrain SLE,Used,19548,Ocean Honda Santa Cruz,3.9,721,"Soquel, CA",tel:+1-888-348-5079,Soquel,CA
2022 Kia Niro LX,Used,22998,CarMax Reno - Offering Express Pickup and Home Delivery,0.0,8,"Reno, NV",tel:+1-775-440-2903,Reno,NV
2023 Audi A5 Sportback 45 S Line Premium Plus,Used,41275,Niello Audi,4.8,444,"Sacramento, CA",tel:+1-866-455-6956,Sacramento,CA
2022 Chrysler Pacifica Touring-L,Used,24986,Bob Ross Buick GMC,0.0,126,"Dayton, OH",tel:+1-937-741-7243,Dayton,OH
2022 Kia Rio S,Used,22695,DriveTime of San Antonio,0.0,0,"San Antonio, TX",tel:+1-210-756-5778,San Antonio,TX
2024 Jeep Compass Latitude,New,29624,Carter County Dodge Chrysler Jeep RAM,4.9,317,"Ardmore, OK",tel:+1-580-798-4056,Ardmore,OK
2011 Volvo S80 3.2,Used,7995,Lot 99,1.4,27,"Milwaukie, OR",tel:+1-888-882-0735,Milwaukie,OR
2015 Nissan Rogue Select S,Used,7977,James Wood AutoPark,4.8,3250,"Denton, TX",tel:+1-469-293-3982,Denton,TX
2004 INFINITI G35 Base,Used,5950,,0.0,0,,,no_state,no_region
2016 Ford Shelby GT350 Base,Used,44511,Regional Hyundai,4.6,1118,"Broken Arrow, OK",tel:+1-866-530-8205,Broken Arrow,OK
2015 Volkswagen Eos Komfort Edition,Used,13989,Southern Motor Company,0.0,17,"North Charleston, SC",tel:+1-843-410-2161,North Charleston,SC
2023 Chevrolet Traverse Premier,Used,45300,Platinum Chevrolet,4.4,606,"Santa Rosa, CA",tel:+1-833-219-9416,Santa Rosa,CA
2017 Genesis G90 5.0 Ultimate,Used,26900,Genesis of Downers Grove,0.0,2,"Downers Grove, IL",tel:+1-630-449-4588,Downers Grove,IL
2024 Volkswagen Taos 1.5T SE,New,32816,West Herr Volkswagen,0.0,27,"Bowmansville, NY",tel:+1-716-261-1710,Bowmansville,NY
2021 Lincoln Aviator Reserve AWD,Used,45995,Billion Chrysler Jeep Dodge Ram Fiat of Sioux Falls,1.5,15,"Sioux Falls, SD",tel:+1-877-402-4822,Sioux Falls,SD
2024 Mitsubishi Eclipse Cross LE,New,26490,Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi,4.2,3802,"Hialeah, FL",tel:+1-305-809-7662,Hialeah,FL
2004 Dodge Ram 2500 Laramie Quad Cab,Used,17000,,0.0,0,,,no_state,no_region
2016 Mercedes-Benz AMG GT AMG GT S,Used,79900,,0.0,0,,,no_state,no_region
2010 Mazda Mazda5 Grand Touring,Used,7356,Lockwood Motors,0.0,0,"Marshall, MN",tel:+1-507-401-2120,Marshall,MN
2024 BMW i7 xDrive60,New,128945,BMW of Tucson,4.8,1721,"Tucson, AZ",tel:+1-833-241-3186,Tucson,AZ
2024 Toyota Grand Highlander Platinum,New,55973,Smart Motors Toyota,4.4,302,"Madison, WI",tel:+1-608-268-8771,Madison,WI
2024 Nissan Titan XD SV,New,60015,Nissan of Orange Park,4.6,2082,"Jacksonville, FL",tel:+1-904-406-7115,Jacksonville,FL
2020 RAM 2500 Laramie,Used,51750,Executive Auto Center,0.0,23,"Fresno, CA",tel:+1-559-475-6923,Fresno,CA
2023 Buick Envision Preferred,New,34675,Jeff Drennen GM Super Store,4.9,297,"Zanesville, OH",tel:+1-740-923-4016,Zanesville,OH
2014 Honda CR-V EX,Used,14990,Austin Chrysler Dodge Jeep RAM,4.7,156,"Austin, MN",tel:+1-877-834-6198,Austin,MN
2003 Chevrolet Avalanche 1500 Z71,Used,9980,Ozark Motorsports,0.0,21,"Ozark, MO",tel:+1-417-731-3144,Ozark,MO
2024 Nissan Sentra SR,New,26155,Tracy Nissan,0.0,12,"Tracy, CA",tel:+1-209-214-6073,Tracy,CA
2021 Buick Encore GX Select,Used,20300,Sundance Chevrolet,4.7,9430,"Grand Ledge, MI",tel:+1-517-731-0752,Grand Ledge,MI
2020 Lincoln Aviator Reserve AWD,Used,39995,Hamsmith Motor Company,0.0,32,"Lubbock, TX",tel:+1-806-642-6044,Lubbock,TX
2016 Buick Regal Turbo,Used,12442,Lakeside Huntington Chevrolet,4.3,49,"Huntington, IN",tel:+1-260-530-3453,Huntington,IN
